Section,Type,Key,English,German
Tool Content: password_generator,Feature,password_generator.features[0],Crypto-secure randomness (Web Crypto API),Kryptographisch sichere Zufallszahlen (Web Crypto API)
Tool Content: password_generator,Feature,password_generator.features[1],Length slider: 6–64 characters,Längenregler: 6–64 Zeichen
Tool Content: password_generator,Feature,password_generator.features[2],"Toggle uppercase, lowercase, numbers, symbols","Großbuchstaben, Kleinbuchstaben, Zahlen, Sonderzeichen"
Tool Content: password_generator,Feature,password_generator.features[3],Real-time strength meter with scoring,Echtzeit-Stärkeanzeige
Tool Content: password_generator,Feature,password_generator.features[4],One-click copy to clipboard,Ein-Klick-Kopieren
Tool Content: password_generator,Feature,password_generator.features[5],Generate multiple passwords at once,Mehrere Passwörter generieren
Tool Content: password_generator,FAQ Question,password_generator.faqs[0].q,Is it truly secure?,Werden meine Passwörter gespeichert?
Tool Content: password_generator,FAQ Answer,password_generator.faqs[0].a,"Yes — it uses crypto.getRandomValues(), the same cryptographically secure random number generator used by banks and TLS/SSL encryption. Passwords are generated entirely in your browser.","Nein. Alles läuft lokal in Ihrem Browser. Wir haben keinen Server und keine Möglichkeit, Ihre Passwörter zu sehen."
Tool Content: password_generator,FAQ Question,password_generator.faqs[1].q,Are my passwords stored or sent anywhere?,⚠ MISSING
Tool Content: password_generator,FAQ Answer,password_generator.faqs[1].a,"No. Everything runs locally in your browser. We have no server, no database, and no way to see your passwords. Once you close the tab, the password exists only where you copied it.",⚠ MISSING
Tool Content: password_generator,FAQ Question,password_generator.faqs[2].q,How long should my password be?,⚠ MISSING
Tool Content: password_generator,FAQ Answer,password_generator.faqs[2].a,"At least 12 characters for most accounts. For high-security accounts (banking, email), use 16 or more. Our strength meter gives real-time feedback as you adjust.",⚠ MISSING
Tool Content: password_generator,FAQ Question,password_generator.faqs[3].q,What makes a strong password?,⚠ MISSING
Tool Content: password_generator,FAQ Answer,password_generator.faqs[3].a,"Length is the biggest factor, followed by character diversity. A 16-character password mixing uppercase, lowercase, numbers, and symbols would take billions of years to brute-force.",⚠ MISSING
Tool Content: password_generator,FAQ Question,password_generator.faqs[4].q,Can I use this for passphrase generation?,⚠ MISSING
Tool Content: password_generator,FAQ Answer,password_generator.faqs[4].a,"This tool generates random character strings. For word-based passphrases (like ""correct-horse-battery-staple""), you would need a dedicated passphrase generator.",⚠ MISSING
Tool Content: pdf_rotate,How It Works,pdf_rotate.howItWorks[0],"Upload a PDF, select rotation angle (90°, 180°, or 270°), choose whether to rotate all pages or specific ones, then download the rotated PDF.","Laden Sie eine PDF hoch, wählen Sie den Drehwinkel (90°, 180° oder 270°) und ob alle oder bestimmte Seiten gedreht werden sollen."
Tool Content: pdf_rotate,How It Works,pdf_rotate.howItWorks[1],"The tool uses pdf-lib to read your PDF, apply the rotation transformation to each selected page, and save the result — all without sending files to any server. Page content, fonts, images, and annotations are fully preserved.",Das Tool verwendet pdf-lib für die Verarbeitung — alles ohne Dateien an einen Server zu senden.
Tool Content: pdf_rotate,Feature,pdf_rotate.features[0],"Rotate by 90°, 180°, or 270° clockwise","Drehung um 90°, 180° oder 270° im Uhrzeigersinn"
Tool Content: pdf_rotate,Feature,pdf_rotate.features[1],All pages or specific page selection,Alle Seiten oder bestimmte Seitenauswahl
Tool Content: pdf_rotate,Feature,pdf_rotate.features[2],Preserves all PDF content and formatting,Bewahrt alle PDF-Inhalte und Formatierung
Tool Content: pdf_rotate,Feature,pdf_rotate.features[3],Handles scanned documents and large files,Verarbeitet gescannte Dokumente und große Dateien
Tool Content: pdf_rotate,Feature,pdf_rotate.features[4],Instant download of the rotated PDF,Sofortiger Download
Tool Content: pdf_rotate,Feature,pdf_rotate.features[5],100% client-side — files never leave your device,100% clientseitig
Tool Content: pdf_rotate,FAQ Question,pdf_rotate.faqs[0].q,Can I rotate individual pages?,Kann ich einzelne Seiten drehen?
Tool Content: pdf_rotate,FAQ Answer,pdf_rotate.faqs[0].a,"Yes — switch to Custom mode and enter page numbers separated by commas. For example, ""1, 3, 5"" rotates only those pages while leaving the rest unchanged.",Ja — wechseln Sie zum benutzerdefinierten Modus und geben Sie Seitennummern durch Komma getrennt ein.
Tool Content: pdf_rotate,FAQ Question,pdf_rotate.faqs[1].q,Does rotation affect text selection?,⚠ MISSING
Tool Content: pdf_rotate,FAQ Answer,pdf_rotate.faqs[1].a,"No. The rotation is applied at the PDF page level, so text remains selectable and searchable. It's the same as rotating in Adobe Acrobat.",⚠ MISSING
Tool Content: pdf_rotate,FAQ Question,pdf_rotate.faqs[2].q,What's the maximum file size?,⚠ MISSING
Tool Content: pdf_rotate,FAQ Answer,pdf_rotate.faqs[2].a,"There is no hard limit, but very large files (over 100MB) may be slow depending on your device's available memory. Files are processed entirely in your browser.",⚠ MISSING
Tool Content: pdf_rotate,FAQ Question,pdf_rotate.faqs[3].q,Will it work on scanned PDFs?,⚠ MISSING
Tool Content: pdf_rotate,FAQ Answer,pdf_rotate.faqs[3].a,"Yes. Scanned PDFs are just image-based pages, which rotate the same way as text-based pages. All content is preserved exactly as-is.",⚠ MISSING
Tool Content: pdf_rotate,FAQ Question,pdf_rotate.faqs[4].q,Can I rotate a password-protected PDF?,⚠ MISSING
Tool Content: pdf_rotate,FAQ Answer,pdf_rotate.faqs[4].a,"The tool attempts to open PDFs with encryption. Password-protected files that restrict editing may not be modifiable, but read-only protected PDFs usually work.",⚠ MISSING
Tool Content: diff_checker,How It Works,diff_checker.howItWorks[0],Paste your original text on the left and the changed version on the right. Click Compare to see a unified diff with additions (green) and deletions (red) highlighted.,Fügen Sie den Originaltext links und die geänderte Version rechts ein. Klicken Sie auf Vergleichen für einen vereinheitlichten Diff mit farbigen Hervorhebungen.
Tool Content: diff_checker,How It Works,diff_checker.howItWorks[1],"The tool performs a line-by-line comparison using a standard diff algorithm. It identifies the minimum set of changes needed to transform the original text into the modified version, making it easy to review edits in code, documents, or configuration files.",Das Tool führt einen zeilenweisen Vergleich durch und identifiziert die minimalen Änderungen.
Tool Content: diff_checker,Feature,diff_checker.features[0],Side-by-side input panes,Eingabefelder nebeneinander
Tool Content: diff_checker,Feature,diff_checker.features[1],Unified diff output with color coding,Vereinheitlichte Diff-Ausgabe mit Farbkodierung
Tool Content: diff_checker,Feature,diff_checker.features[2],"Green highlights for additions, red for deletions","Grün für Hinzufügungen, Rot für Löschungen"
Tool Content: diff_checker,Feature,diff_checker.features[3],Line-by-line comparison with line numbers,Zeilenweiser Vergleich mit Zeilennummern
Tool Content: diff_checker,Feature,diff_checker.features[4],"Statistics: lines added, removed, and unchanged","Statistiken: hinzugefügt, entfernt, unverändert"
Tool Content: diff_checker,Feature,diff_checker.features[5],Handles large texts with thousands of lines,Verarbeitet große Texte
Tool Content: diff_checker,FAQ Question,diff_checker.faqs[0].q,How does it compare text?,Kann ich Code-Dateien vergleichen?
Tool Content: diff_checker,FAQ Answer,diff_checker.faqs[0].a,"It performs a line-by-line diff algorithm (similar to Unix diff), showing which lines were added, removed, or unchanged. Changes are highlighted in green (added) and red (removed).","Ja — es funktioniert hervorragend zum Vergleichen von Code, Konfigurationsdateien, SQL-Abfragen, JSON oder beliebigem Klartext."
Tool Content: diff_checker,FAQ Question,diff_checker.faqs[1].q,Can I compare code files?,⚠ MISSING
Tool Content: diff_checker,FAQ Answer,diff_checker.faqs[1].a,"Yes — it works great for comparing code, config files, SQL queries, JSON, or any plain text. Paste both versions and see exactly what changed.",⚠ MISSING
Tool Content: diff_checker,FAQ Question,diff_checker.faqs[2].q,Is there a size limit?,⚠ MISSING
Tool Content: diff_checker,FAQ Answer,diff_checker.faqs[2].a,"No hard limit. However, very large texts (10,000+ lines) may take a moment to process since everything runs in your browser.",⚠ MISSING
Tool Content: diff_checker,FAQ Question,diff_checker.faqs[3].q,Does it handle whitespace changes?,⚠ MISSING
Tool Content: diff_checker,FAQ Answer,diff_checker.faqs[3].a,"Yes — all whitespace changes (spaces, tabs, line endings) are detected and shown in the diff. Every character difference is captured.",⚠ MISSING
Tool Content: diff_checker,FAQ Question,diff_checker.faqs[4].q,Can I copy the diff output?,⚠ MISSING
Tool Content: diff_checker,FAQ Answer,diff_checker.faqs[4].a,Yes. The diff output is plain text and can be selected and copied. It uses the standard unified diff format that developers are familiar with.,⚠ MISSING
Tool Content: hash_generator,How It Works,hash_generator.howItWorks[0],"Type or paste text, click Generate Hashes. The tool computes SHA-1, SHA-256, SHA-384, and SHA-512 hashes using the Web Crypto API — entirely in your browser.","Geben Sie Text ein und klicken Sie auf Hashes generieren. Das Tool berechnet SHA-1, SHA-256, SHA-384 und SHA-512 Hashes mit der Web Crypto API."
Tool Content: hash_generator,How It Works,hash_generator.howItWorks[1],"Hashing is a one-way function: you can generate a hash from any text, but you cannot reverse a hash back to text. This makes hashes useful for verifying file integrity, storing password fingerprints, and creating digital signatures.","Hashing ist eine Einwegfunktion: Sie können einen Hash aus beliebigem Text generieren, aber nicht umkehren."
Tool Content: hash_generator,Feature,hash_generator.features[0],"SHA-1, SHA-256, SHA-384, SHA-512 algorithms","SHA-1, SHA-256, SHA-384, SHA-512 Algorithmen"
Tool Content: hash_generator,Feature,hash_generator.features[1],Uses native Web Crypto API (browser-built-in),Native Web Crypto API
Tool Content: hash_generator,Feature,hash_generator.features[2],One-click copy for each hash value,Ein-Klick-Kopieren für jeden Hash
Tool Content: hash_generator,Feature,hash_generator.features[3],Instant computation — no server round-trip,Sofortige Berechnung
Tool Content: hash_generator,Feature,hash_generator.features[4],Handles long text inputs,Verarbeitet lange Texte
Tool Content: hash_generator,Feature,hash_generator.features[5],Hexadecimal output format,Hexadezimale Ausgabe
Tool Content: hash_generator,FAQ Question,hash_generator.faqs[0].q,Is the hashing secure?,Wird mein Text an einen Server gesendet?
Tool Content: hash_generator,FAQ Answer,hash_generator.faqs[0].a,"Yes — the Web Crypto API is the same cryptographic engine used by HTTPS websites. SHA-256 and SHA-512 are widely used in security applications, blockchain, and digital certificates.",Nein. Alles geschieht in Ihrem Browser mit der Web Crypto API.
Tool Content: hash_generator,FAQ Question,hash_generator.faqs[1].q,What's the difference between SHA-256 and SHA-512?,⚠ MISSING
Tool Content: hash_generator,FAQ Answer,hash_generator.faqs[1].a,"SHA-256 produces a 256-bit (64 character) hash, while SHA-512 produces a 512-bit (128 character) hash. SHA-512 is slightly more secure but both are considered safe for current applications.",⚠ MISSING
Tool Content: hash_generator,FAQ Question,hash_generator.faqs[2].q,Can I hash files?,⚠ MISSING
Tool Content: hash_generator,FAQ Answer,hash_generator.faqs[2].a,"This tool hashes text input. For file checksums (verifying downloads), you would paste the file content or use a command-line tool like shasum.",⚠ MISSING
Tool Content: hash_generator,FAQ Question,hash_generator.faqs[3].q,Why is SHA-1 still included?,⚠ MISSING
Tool Content: hash_generator,FAQ Answer,hash_generator.faqs[3].a,"SHA-1 is included for compatibility with legacy systems that still use it. For new applications, use SHA-256 or SHA-512 which are more collision-resistant.",⚠ MISSING
Tool Content: hash_generator,FAQ Question,hash_generator.faqs[4].q,Is my text sent to a server?,⚠ MISSING
Tool Content: hash_generator,FAQ Answer,hash_generator.faqs[4].a,No. All hashing happens in your browser using the Web Crypto API. Your text never leaves your device.,⚠ MISSING
Tool Content: regex_tester,How It Works,regex_tester.howItWorks[0],"Enter a regular expression pattern and flags, type or paste your test string. Matches are listed in real time with their position and value.","Geben Sie ein Regex-Muster und Flags ein, tippen oder fügen Sie Ihren Teststring ein. Übereinstimmungen werden in Echtzeit aufgelistet."
Tool Content: regex_tester,How It Works,regex_tester.howItWorks[1],"The tool uses JavaScript's native RegExp engine. As you type, it continuously tests your pattern against the input, highlighting all matches and showing capture groups. Perfect for debugging patterns before using them in code.",Das Tool nutzt JavaScripts native RegExp-Engine. Perfekt zum Debuggen von Mustern vor der Verwendung im Code.
